descDoenca,area_damaged,canker_lesion,crop_hist,date,external_decay,fruit_spots,fruiting_bodies,fruit_pods,germination,hail,int_discolor,leaf_malf,leaf_mild,leaf_shread,leafspots_halo,leafspot_size,leafspots_marg,leaves,lodging,mold_growth,mycelium,plant_growth,plant_stand,precip,roots,sclerotia,seed,seed_discolor,seed_size,seed_tmt,severity,shriveling,stem,stem_cankers,temp
alternarialeaf-spot,whole-field,dna,diff-1st-year,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,whole-field,dna,same-lst-sev-yrs,Agosto,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,whole-field,dna,same-lst-two-yrs,Setembro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,scattered,dna,diff-1st-year,Julho,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
alternarialeaf-spot,upper-areas,dna,same-1st-yr,Setembro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,low-areas,dna,same-1st-yr,Setembro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,low-areas,dna,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,whole-field,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,low-areas,dna,same-lst-two-yrs,Outubro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,whole-field,dna,diff-1st-year,Setembro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,whole-field,dna,diff-1st-year,Outubro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,low-areas,dna,same-lst-two-yrs,Setembro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,gt-norm
alternarialeaf-spot,scattered,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
alternarialeaf-spot,upper-areas,dna,same-1st-yr,Outubro,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,Present,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
frog-eye-leaf-spot,whole-field,dk-brown-blk,same-lst-sev-yrs,Outubro,firm-and-dry,Brown-w/blk-specks,Present,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Abnorm,Absent,Norm,none,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,low-areas,dna,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,gt-norm
frog-eye-leaf-spot,low-areas,Brown,same-lst-two-yrs,Setembro,firm-and-dry,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Abnorm,Above-sec-nde,norm
frog-eye-leaf-spot,upper-areas,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
frog-eye-leaf-spot,whole-field,dk-brown-blk,same-lst-sev-yrs,Outubro,firm-and-dry,Colored,Absent,Diseased,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,whole-field,dna,same-lst-sev-yrs,Agosto,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
frog-eye-leaf-spot,whole-field,dk-brown-blk,same-lst-two-yrs,Julho,firm-and-dry,Colored,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above-sec-nde,norm
frog-eye-leaf-spot,upper-areas,dk-brown-blk,same-lst-two-yrs,Setembro,firm-and-dry,Colored,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,low-areas,dna,same-1st-yr,Setembro,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
frog-eye-leaf-spot,whole-field,dk-brown-blk,same-lst-two-yrs,Setembro,firm-and-dry,Colored,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,low-areas,dk-brown-blk,diff-1st-year,Setembro,firm-and-dry,Colored,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above-sec-nde,norm
frog-eye-leaf-spot,whole-field,dna,same-lst-two-yrs,Agosto,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
frog-eye-leaf-spot,low-areas,dk-brown-blk,same-1st-yr,Agosto,firm-and-dry,Colored,Absent,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,low-areas,Brown,same-lst-two-yrs,Agosto,firm-and-dry,Colored,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Above-sec-nde,norm
frog-eye-leaf-spot,upper-areas,dk-brown-blk,same-lst-sev-yrs,Julho,firm-and-dry,Colored,Absent,Diseased,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
frog-eye-leaf-spot,scattered,Brown,same-lst-sev-yrs,Setembro,firm-and-dry,Colored,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
frog-eye-leaf-spot,low-areas,dk-brown-blk,same-1st-yr,Setembro,firm-and-dry,Colored,Absent,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,upper-areas,dk-brown-blk,same-1st-yr,Agosto,firm-and-dry,Colored,Absent,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,low-areas,dk-brown-blk,same-lst-two-yrs,Setembro,firm-and-dry,Colored,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,scattered,Brown,same-lst-sev-yrs,Setembro,firm-and-dry,Colored,Absent,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
frog-eye-leaf-spot,upper-areas,dna,same-1st-yr,Julho,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
frog-eye-leaf-spot,whole-field,dk-brown-blk,same-lst-sev-yrs,Outubro,Absent,Brown-w/blk-specks,Present,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Abnorm,Present,lt-norm,fungicida,Minor,Present,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,whole-field,dna,same-1st-yr,Setembro,Absent,Colored,Present,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,Normal,Norm,Absent,Norm,Absent,Norm,Outros,pot-severe,Absent,Abnorm,Above-sec-nde,norm
frog-eye-leaf-spot,upper-areas,Brown,same-lst-sev-yrs,Setembro,firm-and-dry,Colored,Absent,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,norm
frog-eye-leaf-spot,whole-field,dna,same-lst-sev-yrs,Setembro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Norm,Absent,norm
frog-eye-leaf-spot,scattered,dna,same-lst-sev-yrs,Julho,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
frog-eye-leaf-spot,low-areas,dk-brown-blk,same-lst-sev-yrs,Outubro,firm-and-dry,Colored,Absent,Diseased,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,upper-areas,dna,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
frog-eye-leaf-spot,scattered,dk-brown-blk,same-1st-yr,Agosto,firm-and-dry,Colored,Absent,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,scattered,dk-brown-blk,same-lst-sev-yrs,Outubro,firm-and-dry,Colored,Absent,Diseased,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,whole-field,dk-brown-blk,same-lst-sev-yrs,Setembro,firm-and-dry,Colored,Absent,Diseased,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,low-areas,dna,diff-1st-year,Agosto,Absent,Absent,Absent,Norm,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Norm,Absent,norm
frog-eye-leaf-spot,whole-field,Brown,same-lst-two-yrs,Agosto,firm-and-dry,Colored,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Above-sec-nde,norm
frog-eye-leaf-spot,low-areas,dna,same-1st-yr,Agosto,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Abnorm,lt-normal,Normal,Norm,Absent,Norm,Absent,Norm,Outros,Minor,Absent,Norm,Absent,gt-norm
frog-eye-leaf-spot,scattered,dna,same-lst-two-yrs,Agosto,Absent,Absent,Absent,Norm,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Norm,Absent,norm
frog-eye-leaf-spot,upper-areas,dna,same-1st-yr,Setembro,Absent,Absent,Absent,Norm,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,pot-severe,Absent,Norm,Absent,norm
frog-eye-leaf-spot,whole-field,dk-brown-blk,same-1st-yr,Agosto,firm-and-dry,Colored,Absent,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,pot-severe,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,upper-areas,dk-brown-blk,same-1st-yr,Setembro,firm-and-dry,Colored,Absent,Diseased,90-100%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Abnorm,Above-sec-nde,norm
frog-eye-leaf-spot,scattered,dk-brown-blk,same-lst-two-yrs,Setembro,firm-and-dry,Colored,Absent,Diseased,80-89%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,Normal,gt-normal,Norm,Absent,Norm,Absent,Norm,none,Minor,Absent,Abnorm,Above-sec-nde,gt-norm
frog-eye-leaf-spot,whole-field,dk-brown-blk,same-lst-two-yrs,Setembro,firm-and-dry,Colored,Absent,Diseased,lt-80%,Yes,None,Absent,Absent,absent,no-yellow-halos,gt-1/8,w-s-marg,Abnorm,Yes,Absent,Absent,Norm,lt-normal,gt-normal,Norm,Absent,Norm,Absent,Norm,fungicida,Minor,Absent,Abnorm,Above-sec-nde,norm
diaporthe-pod-&-stem-blight,whole-field,dna,same-lst-sev-yrs,Setembro,Absent,Brown-w/blk-specks,Present,Diseased,90-100%,Desconhecido,None,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Present,Absent,Norm,Normal,gt-normal,Desconhecido,Absent,Norm,Present,lt-norm,Desconhecido,Desconhecido,Present,Abnorm,Absent,gt-norm
diaporthe-pod-&-stem-blight,whole-field,dna,same-lst-two-yrs,Outubro,Absent,Brown-w/blk-specks,Present,Diseased,80-89%,Desconhecido,None,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Present,Absent,Norm,Normal,gt-normal,Desconhecido,Absent,Abnorm,Present,lt-norm,Desconhecido,Desconhecido,Present,Abnorm,Absent,gt-norm
diaporthe-pod-&-stem-blight,whole-field,dna,same-lst-sev-yrs,Setembro,Absent,Brown-w/blk-specks,Present,Diseased,90-100%,Desconhecido,None,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Present,Absent,Norm,Normal,gt-normal,Desconhecido,Absent,Abnorm,Present,lt-norm,Desconhecido,Desconhecido,Present,Abnorm,Absent,gt-norm
diaporthe-pod-&-stem-blight,scattered,dna,same-lst-sev-yrs,Maio,Absent,Brown-w/blk-specks,Present,Diseased,lt-80%,Desconhecido,None,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Present,Absent,Norm,lt-normal,Normal,Desconhecido,Absent,Norm,Present,lt-norm,Desconhecido,Desconhecido,Present,Abnorm,Absent,gt-norm
diaporthe-pod-&-stem-blight,whole-field,dna,same-lst-two-yrs,Setembro,Absent,Brown-w/blk-specks,Present,Diseased,Desconhecido,Desconhecido,None,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Present,Absent,Norm,Desconhecido,gt-normal,Desconhecido,Absent,Abnorm,Present,lt-norm,Desconhecido,Desconhecido,Present,Abnorm,Absent,gt-norm
diaporthe-pod-&-stem-blight,whole-field,dna,same-lst-two-yrs,Setembro,Absent,Brown-w/blk-specks,Present,Diseased,90-100%,Desconhecido,None,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Present,Absent,Norm,Normal,gt-normal,Desconhecido,Absent,Abnorm,,lt-norm,Desconhecido,Desconhecido,Present,Abnorm,Absent,gt-norm
cyst-nematode,low-areas,Desconhecido,same-lst-two-yrs,Junho,Desconhecido,Desconhecido,Desconhecido,few-present,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,Absent,Desconhecido,Abnorm,Desconhecido,Desconhecido,galls-cysts,Desconhecido,Abnorm,Desconhecido,lt-norm,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Desconhecido
cyst-nematode,upper-areas,Desconhecido,same-lst-sev-yrs,Julho,Desconhecido,Desconhecido,Desconhecido,few-present,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,Absent,Desconhecido,Abnorm,Desconhecido,Desconhecido,galls-cysts,Desconhecido,Abnorm,Desconhecido,lt-norm,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Desconhecido
cyst-nematode,upper-areas,Desconhecido,same-lst-sev-yrs,Agosto,Desconhecido,Desconhecido,Desconhecido,few-present,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,Absent,Desconhecido,Abnorm,Desconhecido,Desconhecido,galls-cysts,Desconhecido,Abnorm,Desconhecido,lt-norm,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Desconhecido
cyst-nematode,low-areas,Desconhecido,same-lst-two-yrs,Julho,Desconhecido,Desconhecido,Desconhecido,few-present,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,Absent,Desconhecido,Abnorm,Desconhecido,Desconhecido,galls-cysts,Desconhecido,Abnorm,Desconhecido,lt-norm,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Desconhecido
cyst-nematode,low-areas,Desconhecido,same-lst-two-yrs,Julho,Desconhecido,Desconhecido,Desconhecido,few-present,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,Absent,Desconhecido,Abnorm,Desconhecido,Desconhecido,galls-cysts,Desconhecido,Abnorm,Desconhecido,lt-norm,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Desconhecido
cyst-nematode,low-areas,Desconhecido,same-lst-two-yrs,Agosto,Desconhecido,Desconhecido,Desconhecido,few-present,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,Absent,Desconhecido,Abnorm,Desconhecido,Desconhecido,galls-cysts,Desconhecido,Abnorm,Desconhecido,lt-norm,Desconhecido,Desconhecido,Desconhecido,Norm,Desconhecido,Desconhecido
2-4-d-injury,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Present,Desconhecido,Desconhecido,absent,dna,dna,Abnorm,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido
herbicide-injury,scattered,Desconhecido,same-1st-yr,Maio,Desconhecido,Desconhecido,Desconhecido,dna,Desconhecido,Desconhecido,Desconhecido,Present,Desconhecido,absent,no-yellow-halos,gt-1/8,no-w-s-marg,Abnorm,Desconhecido,Desconhecido,Desconhecido,Abnorm,lt-normal,Desconhecido,Rotted,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,lt-norm
herbicide-injury,whole-field,Desconhecido,diff-1st-year,Abril,Desconhecido,Desconhecido,Desconhecido,dna,Desconhecido,Desconhecido,Desconhecido,Present,Desconhecido,absent,absent,dna,dna,Abnorm,Desconhecido,Desconhecido,Desconhecido,Abnorm,lt-normal,Desconhecido,Rotted,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,lt-norm
herbicide-injury,scattered,Desconhecido,diff-1st-year,Maio,Desconhecido,Desconhecido,Desconhecido,dna,Desconhecido,Desconhecido,Desconhecido,Present,Desconhecido,absent,absent,dna,dna,Abnorm,Desconhecido,Desconhecido,Desconhecido,Abnorm,lt-normal,Desconhecido,Rotted,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,lt-norm
herbicide-injury,whole-field,Desconhecido,same-1st-yr,Maio,Desconhecido,Desconhecido,Desconhecido,dna,Desconhecido,Desconhecido,Desconhecido,Present,Desconhecido,absent,no-yellow-halos,gt-1/8,no-w-s-marg,Abnorm,Desconhecido,Desconhecido,Desconhecido,Abnorm,lt-normal,Desconhecido,Rotted,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Desconhecido,Abnorm,Desconhecido,lt-norm
